hash 5 itr 25 probe 14 -275.4 265.8 88.8235294117647 
hash 5 itr 7 probe 10 -275.4 264.2 88.7607843137255 
hash 3 itr 9 probe 18 -739.5 717.5 70.13725490196079 
hash 3 itr 17 probe 14 -742.05 715.6 69.86274509803921 
hash 4 itr 14 probe 16 -476.85 450.1 80.25098039215685 
hash 6 itr 12 probe 4 -186.15 173.2 92.19215686274512 
hash 4 itr 9 probe 12 -476.85 451.4 80.30196078431372 
hash 7 itr 9 probe 6 -89.25 68.8 95.69803921568626 
hash 6 itr 22 probe 10 -165.75 156.0 93.11764705882352 
hash 5 itr 2 probe 2 -339.15 325.8 86.1764705882353 
hash 3 itr 14 probe 14 -742.05 715.6 69.86274509803921 
hash 7 itr 12 probe 6 -89.25 68.8 95.69803921568626 
hash 6 itr 14 probe 12 -165.75 156.2 93.12549019607842 
hash 3 itr 19 probe 20 -742.05 721.9 70.10980392156863 
hash 2 itr 25 probe 20 -1037.85 1044.1 59.54509803921568 
hash 2 itr 17 probe 8 -1053.15 1061.3 59.01960784313725 
hash 3 itr 25 probe 12 -742.05 714.6 69.82352941176471 
hash 4 itr 4 probe 20 -476.85 450.1 80.25098039215685 
hash 7 itr 25 probe 10 -84.15 67.7 96.0549019607843 
hash 2 itr 25 probe 12 -1045.5 1048.0 59.09803921568628 
hash 6 itr 19 probe 6 -175.95 164.1 92.63529411764708 
hash 5 itr 22 probe 16 -272.85 262.9 88.90980392156862 
hash 7 itr 22 probe 4 -104.55 88.0 95.25098039215685 
hash 4 itr 9 probe 16 -476.85 450.1 80.25098039215685 
hash 6 itr 12 probe 14 -168.3 161.1 93.11764705882352 
hash 4 itr 22 probe 20 -476.85 450.1 80.25098039215685 
hash 2 itr 4 probe 10 -1042.95 1047.3 59.2705882352941 
hash 7 itr 22 probe 6 -89.25 68.8 95.69803921568626 
hash 7 itr 19 probe 8 -86.7 67.8 95.85882352941175 
hash 2 itr 17 probe 10 -1042.95 1047.3 59.2705882352941 
hash 8 itr 2 probe 10 -10.2 12.4 99.68627450980392 
hash 3 itr 17 probe 16 -739.5 717.5 70.13725490196079 
hash 7 itr 7 probe 20 -73.95 56.9 96.4313725490196 
hash 7 itr 14 probe 12 -84.15 67.7 96.0549019607843 
hash 5 itr 2 probe 20 -272.85 262.9 88.90980392156862 
hash 6 itr 12 probe 2 -219.3 200.3 90.65490196078431 
hash 8 itr 4 probe 4 -30.6 34.5 98.95294117647059 
hash 2 itr 19 probe 6 -1058.25 1065.4 58.78039215686275 
hash 8 itr 19 probe 20 0.0 0.0 100.0 
hash 8 itr 19 probe 4 -30.6 34.5 98.95294117647059 
hash 3 itr 2 probe 8 -752.25 725.5 69.45098039215686 
hash 5 itr 12 probe 8 -280.5 267.4 88.48627450980392 
hash 7 itr 12 probe 10 -84.15 67.7 96.0549019607843 
hash 2 itr 4 probe 12 -1045.5 1048.0 59.09803921568628 
hash 7 itr 4 probe 14 -86.7 72.1 96.02745098039216 
hash 3 itr 19 probe 4 -775.2 756.7 68.87450980392157 
hash 4 itr 17 probe 12 -476.85 451.4 80.30196078431372 
hash 3 itr 17 probe 8 -752.25 725.5 69.45098039215686 
hash 2 itr 2 probe 8 -1053.15 1061.3 59.01960784313725 
hash 5 itr 17 probe 2 -339.15 325.8 86.1764705882353 
hash 6 itr 7 probe 4 -186.15 173.2 92.19215686274512 
hash 2 itr 19 probe 2 -1104.15 1130.2 57.721568627450985 
hash 7 itr 7 probe 10 -84.15 67.7 96.0549019607843 
hash 6 itr 12 probe 20 -163.2 154.3 93.25098039215688 
hash 4 itr 7 probe 16 -476.85 450.1 80.25098039215685 
hash 8 itr 22 probe 16 0.0 0.0 100.0 
hash 5 itr 9 probe 10 -275.4 264.2 88.7607843137255 
hash 2 itr 2 probe 18 -1037.85 1045.5 59.6 
hash 5 itr 2 probe 6 -283.05 271.1 88.43137254901961 
hash 7 itr 22 probe 2 -130.05 108.0 94.03529411764706 
hash 8 itr 12 probe 12 -10.2 12.4 99.68627450980392 
hash 7 itr 17 probe 18 -73.95 56.9 96.4313725490196 
hash 8 itr 17 probe 10 -10.2 12.4 99.68627450980392 
hash 2 itr 25 probe 18 -1037.85 1045.5 59.6 
hash 8 itr 25 probe 14 -10.2 12.4 99.68627450980392 
hash 3 itr 7 probe 12 -742.05 714.6 69.82352941176471 
hash 6 itr 25 probe 2 -219.3 200.3 90.65490196078431 
hash 8 itr 14 probe 20 0.0 0.0 100.0 
hash 8 itr 4 probe 8 -20.4 24.5 99.36078431372549 
hash 4 itr 2 probe 2 -550.8 530.9 77.61960784313726 
hash 8 itr 9 probe 14 -10.2 12.4 99.68627450980392 
hash 5 itr 19 probe 8 -280.5 267.4 88.48627450980392 
hash 5 itr 12 probe 2 -339.15 325.8 86.1764705882353 
hash 8 itr 25 probe 18 0.0 0.0 100.0 
hash 6 itr 19 probe 14 -168.3 161.1 93.11764705882352 
hash 6 itr 2 probe 18 -163.2 154.3 93.25098039215688 
hash 4 itr 9 probe 14 -479.4 454.1 80.2078431372549 
hash 8 itr 22 probe 8 -20.4 24.5 99.36078431372549 
hash 7 itr 14 probe 4 -104.55 88.0 95.25098039215685 
hash 7 itr 9 probe 18 -73.95 56.9 96.4313725490196 
hash 4 itr 2 probe 6 -492.15 472.6 79.93333333333332 
hash 8 itr 7 probe 10 -10.2 12.4 99.68627450980392 
hash 2 itr 19 probe 14 -1045.5 1049.1 59.14117647058822 
hash 3 itr 25 probe 10 -742.05 714.0 69.8 
hash 6 itr 12 probe 6 -175.95 164.1 92.63529411764708 
hash 5 itr 12 probe 10 -275.4 264.2 88.7607843137255 
hash 8 itr 19 probe 10 -10.2 12.4 99.68627450980392 
hash 7 itr 2 probe 4 -104.55 88.0 95.25098039215685 
hash 3 itr 9 probe 4 -775.2 756.7 68.87450980392157 
hash 4 itr 9 probe 18 -476.85 450.1 80.25098039215685 
hash 7 itr 9 probe 4 -104.55 88.0 95.25098039215685 
hash 4 itr 4 probe 18 -476.85 450.1 80.25098039215685 
hash 4 itr 7 probe 10 -479.4 456.4 80.29803921568627 
hash 6 itr 19 probe 12 -165.75 156.2 93.12549019607842 
hash 8 itr 2 probe 18 0.0 0.0 100.0 
hash 7 itr 17 probe 2 -130.05 108.0 94.03529411764706 
hash 6 itr 2 probe 2 -219.3 200.3 90.65490196078431 
hash 5 itr 7 probe 6 -283.05 271.1 88.43137254901961 
hash 5 itr 12 probe 4 -303.45 287.4 87.47058823529412 
hash 5 itr 19 probe 18 -272.85 262.9 88.90980392156862 
hash 7 itr 7 probe 6 -89.25 68.8 95.69803921568626 
hash 4 itr 19 probe 2 -550.8 530.9 77.61960784313726 
hash 2 itr 9 probe 16 -1037.85 1046.7 59.64705882352941 
hash 4 itr 9 probe 20 -476.85 450.1 80.25098039215685 
hash 8 itr 9 probe 10 -10.2 12.4 99.68627450980392 
hash 7 itr 4 probe 2 -130.05 108.0 94.03529411764706 
hash 3 itr 25 probe 18 -739.5 717.5 70.13725490196079 
hash 3 itr 2 probe 12 -742.05 714.6 69.82352941176471 
hash 2 itr 17 probe 2 -1104.15 1130.2 57.721568627450985 
hash 3 itr 4 probe 14 -742.05 715.6 69.86274509803921 
hash 8 itr 25 probe 6 -22.95 27.0 99.25882352941177 
hash 6 itr 9 probe 12 -165.75 156.2 93.12549019607842 
hash 3 itr 19 probe 10 -742.05 714.0 69.8 
hash 5 itr 22 probe 6 -283.05 271.1 88.43137254901961 
hash 3 itr 2 probe 6 -759.9 736.0 69.2627450980392 
hash 7 itr 22 probe 20 -73.95 56.9 96.4313725490196 
hash 5 itr 9 probe 6 -283.05 271.1 88.43137254901961 
hash 3 itr 14 probe 18 -739.5 717.5 70.13725490196079 
hash 6 itr 22 probe 8 -175.95 167.9 92.78431372549021 
hash 8 itr 4 probe 16 0.0 0.0 100.0 
hash 8 itr 12 probe 2 -58.65 48.7 97.30980392156862 
hash 3 itr 4 probe 4 -775.2 756.7 68.87450980392157 
hash 5 itr 14 probe 12 -272.85 259.5 88.7764705882353 
hash 4 itr 25 probe 18 -476.85 450.1 80.25098039215685 
hash 7 itr 2 probe 8 -86.7 67.8 95.85882352941175 
hash 2 itr 9 probe 4 -1071.0 1082.2 58.439215686274494 
hash 4 itr 14 probe 10 -479.4 456.4 80.29803921568627 
hash 6 itr 25 probe 18 -163.2 154.3 93.25098039215688 
hash 2 itr 19 probe 10 -1042.95 1047.3 59.2705882352941 
hash 5 itr 14 probe 10 -275.4 264.2 88.7607843137255 
hash 4 itr 12 probe 12 -476.85 451.4 80.30196078431372 
hash 2 itr 9 probe 10 -1042.95 1047.3 59.2705882352941 
hash 2 itr 12 probe 10 -1042.95 1047.3 59.2705882352941 
hash 6 itr 7 probe 18 -163.2 154.3 93.25098039215688 
hash 7 itr 22 probe 16 -79.05 63.8 96.30196078431372 
hash 3 itr 4 probe 18 -739.5 717.5 70.13725490196079 
hash 6 itr 2 probe 10 -165.75 156.0 93.11764705882352 
hash 4 itr 22 probe 12 -476.85 451.4 80.30196078431372 
hash 8 itr 4 probe 18 0.0 0.0 100.0 
hash 8 itr 22 probe 4 -30.6 34.5 98.95294117647059 
hash 3 itr 14 probe 20 -742.05 721.9 70.10980392156863 
hash 2 itr 19 probe 12 -1045.5 1048.0 59.09803921568628 
hash 5 itr 12 probe 6 -283.05 271.1 88.43137254901961 
hash 4 itr 17 probe 8 -484.5 461.9 80.11372549019607 
hash 7 itr 17 probe 4 -104.55 88.0 95.25098039215685 
hash 7 itr 17 probe 8 -86.7 67.8 95.85882352941175 
hash 3 itr 17 probe 18 -739.5 717.5 70.13725490196079 
hash 6 itr 22 probe 6 -175.95 164.1 92.63529411764708 
hash 5 itr 9 probe 8 -280.5 267.4 88.48627450980392 
hash 4 itr 25 probe 4 -515.1 497.8 79.12156862745098 
hash 7 itr 7 probe 14 -86.7 72.1 96.02745098039216 
hash 4 itr 25 probe 12 -476.85 451.4 80.30196078431372 
hash 4 itr 7 probe 20 -476.85 450.1 80.25098039215685 
hash 3 itr 19 probe 8 -752.25 725.5 69.45098039215686 
hash 8 itr 9 probe 8 -20.4 24.5 99.36078431372549 
hash 3 itr 2 probe 14 -742.05 715.6 69.86274509803921 
hash 2 itr 25 probe 16 -1037.85 1046.7 59.64705882352941 
hash 7 itr 19 probe 14 -86.7 72.1 96.02745098039216 
hash 7 itr 4 probe 16 -79.05 63.8 96.30196078431372 
hash 7 itr 2 probe 20 -73.95 56.9 96.4313725490196 
hash 2 itr 9 probe 6 -1058.25 1065.4 58.78039215686275 
hash 5 itr 25 probe 20 -272.85 262.9 88.90980392156862 
hash 7 itr 14 probe 18 -73.95 56.9 96.4313725490196 
hash 3 itr 14 probe 16 -739.5 717.5 70.13725490196079 
hash 4 itr 19 probe 4 -515.1 497.8 79.12156862745098 
hash 5 itr 2 probe 16 -272.85 262.9 88.90980392156862 
hash 2 itr 2 probe 12 -1045.5 1048.0 59.09803921568628 
hash 7 itr 12 probe 8 -86.7 67.8 95.85882352941175 
hash 5 itr 7 probe 16 -272.85 262.9 88.90980392156862 
hash 5 itr 25 probe 16 -272.85 262.9 88.90980392156862 
hash 5 itr 25 probe 12 -272.85 259.5 88.7764705882353 
hash 4 itr 12 probe 20 -476.85 450.1 80.25098039215685 
hash 7 itr 2 probe 12 -84.15 67.7 96.0549019607843 
hash 6 itr 12 probe 12 -165.75 156.2 93.12549019607842 
hash 4 itr 12 probe 16 -476.85 450.1 80.25098039215685 
hash 5 itr 7 probe 12 -272.85 259.5 88.7764705882353 
hash 4 itr 17 probe 14 -479.4 454.1 80.2078431372549 
hash 2 itr 7 probe 14 -1045.5 1049.1 59.14117647058822 
hash 7 itr 22 probe 14 -86.7 72.1 96.02745098039216 
hash 5 itr 9 probe 20 -272.85 262.9 88.90980392156862 
hash 7 itr 17 probe 10 -84.15 67.7 96.0549019607843 
hash 6 itr 19 probe 18 -163.2 154.3 93.25098039215688 
hash 2 itr 22 probe 10 -1042.95 1047.3 59.2705882352941 
hash 5 itr 25 probe 18 -272.85 262.9 88.90980392156862 
hash 5 itr 14 probe 16 -272.85 262.9 88.90980392156862 
hash 2 itr 19 probe 18 -1037.85 1045.5 59.6 
hash 8 itr 19 probe 2 -58.65 48.7 97.30980392156862 
hash 5 itr 9 probe 4 -303.45 287.4 87.47058823529412 
hash 5 itr 7 probe 18 -272.85 262.9 88.90980392156862 
hash 4 itr 19 probe 6 -492.15 472.6 79.93333333333332 
hash 4 itr 7 probe 18 -476.85 450.1 80.25098039215685 
hash 6 itr 7 probe 6 -175.95 164.1 92.63529411764708 
hash 8 itr 17 probe 6 -22.95 27.0 99.25882352941177 
hash 6 itr 22 probe 2 -219.3 200.3 90.65490196078431 
hash 4 itr 19 probe 20 -476.85 450.1 80.25098039215685 
hash 2 itr 25 probe 6 -1058.25 1065.4 58.78039215686275 
hash 4 itr 14 probe 2 -550.8 530.9 77.61960784313726 
hash 6 itr 7 probe 12 -165.75 156.2 93.12549019607842 
hash 5 itr 22 probe 20 -272.85 262.9 88.90980392156862 
hash 5 itr 2 probe 10 -275.4 264.2 88.7607843137255 
hash 2 itr 22 probe 4 -1071.0 1082.2 58.439215686274494 
hash 2 itr 22 probe 14 -1045.5 1049.1 59.14117647058822 
hash 8 itr 9 probe 18 0.0 0.0 100.0 
hash 5 itr 14 probe 6 -283.05 271.1 88.43137254901961 
hash 8 itr 7 probe 12 -10.2 12.4 99.68627450980392 
hash 7 itr 12 probe 2 -130.05 108.0 94.03529411764706 
hash 7 itr 7 probe 8 -86.7 67.8 95.85882352941175 
hash 7 itr 9 probe 2 -130.05 108.0 94.03529411764706 
hash 2 itr 14 probe 20 -1037.85 1044.1 59.54509803921568 
hash 8 itr 12 probe 4 -30.6 34.5 98.95294117647059 
hash 8 itr 4 probe 14 -10.2 12.4 99.68627450980392 
hash 6 itr 25 probe 8 -175.95 167.9 92.78431372549021 
hash 8 itr 7 probe 8 -20.4 24.5 99.36078431372549 
hash 4 itr 4 probe 4 -515.1 497.8 79.12156862745098 
hash 7 itr 14 probe 6 -89.25 68.8 95.69803921568626 
hash 8 itr 22 probe 12 -10.2 12.4 99.68627450980392 
hash 6 itr 7 probe 14 -168.3 161.1 93.11764705882352 
hash 7 itr 14 probe 10 -84.15 67.7 96.0549019607843 
hash 6 itr 7 probe 8 -175.95 167.9 92.78431372549021 
hash 3 itr 19 probe 2 -826.2 817.8 67.2705882352941 
hash 3 itr 14 probe 10 -742.05 714.0 69.8 
hash 8 itr 9 probe 4 -30.6 34.5 98.95294117647059 
hash 2 itr 4 probe 14 -1045.5 1049.1 59.14117647058822 
hash 3 itr 9 probe 14 -742.05 715.6 69.86274509803921 
hash 4 itr 17 probe 10 -479.4 456.4 80.29803921568627 
hash 6 itr 25 probe 10 -165.75 156.0 93.11764705882352 
hash 6 itr 9 probe 16 -163.2 154.1 93.24313725490195 
hash 3 itr 4 probe 2 -826.2 817.8 67.2705882352941 
hash 3 itr 12 probe 16 -739.5 717.5 70.13725490196079 
hash 3 itr 4 probe 16 -739.5 717.5 70.13725490196079 
hash 4 itr 19 probe 14 -479.4 454.1 80.2078431372549 
hash 8 itr 19 probe 12 -10.2 12.4 99.68627450980392 
hash 2 itr 7 probe 10 -1042.95 1047.3 59.2705882352941 
hash 6 itr 14 probe 4 -186.15 173.2 92.19215686274512 
hash 2 itr 14 probe 12 -1045.5 1048.0 59.09803921568628 
hash 2 itr 19 probe 8 -1053.15 1061.3 59.01960784313725 
hash 5 itr 12 probe 16 -272.85 262.9 88.90980392156862 
hash 5 itr 7 probe 4 -303.45 287.4 87.47058823529412 
hash 4 itr 25 probe 10 -479.4 456.4 80.29803921568627 
hash 6 itr 12 probe 16 -163.2 154.1 93.24313725490195 
hash 5 itr 17 probe 6 -283.05 271.1 88.43137254901961 
hash 5 itr 22 probe 4 -303.45 287.4 87.47058823529412 
hash 7 itr 7 probe 2 -130.05 108.0 94.03529411764706 
hash 2 itr 7 probe 6 -1058.25 1065.4 58.78039215686275 
hash 4 itr 25 probe 8 -484.5 461.9 80.11372549019607 
hash 5 itr 19 probe 20 -272.85 262.9 88.90980392156862 
hash 2 itr 4 probe 2 -1104.15 1130.2 57.721568627450985 
hash 6 itr 9 probe 20 -163.2 154.3 93.25098039215688 
hash 3 itr 7 probe 4 -775.2 756.7 68.87450980392157 
hash 8 itr 14 probe 16 0.0 0.0 100.0 
hash 6 itr 4 probe 14 -168.3 161.1 93.11764705882352 
hash 8 itr 2 probe 20 0.0 0.0 100.0 
hash 6 itr 14 probe 2 -219.3 200.3 90.65490196078431 
hash 7 itr 2 probe 6 -89.25 68.8 95.69803921568626 
hash 8 itr 17 probe 18 0.0 0.0 100.0 
hash 8 itr 14 probe 2 -58.65 48.7 97.30980392156862 
hash 3 itr 7 probe 6 -759.9 736.0 69.2627450980392 
hash 5 itr 17 probe 8 -280.5 267.4 88.48627450980392 
hash 5 itr 12 probe 14 -275.4 265.8 88.8235294117647 
hash 5 itr 9 probe 18 -272.85 262.9 88.90980392156862 
hash 4 itr 2 probe 18 -476.85 450.1 80.25098039215685 
hash 3 itr 17 probe 2 -826.2 817.8 67.2705882352941 
hash 8 itr 22 probe 10 -10.2 12.4 99.68627450980392 
hash 2 itr 9 probe 20 -1037.85 1044.1 59.54509803921568 
hash 4 itr 9 probe 6 -492.15 472.6 79.93333333333332 
hash 6 itr 19 probe 16 -163.2 154.1 93.24313725490195 
hash 6 itr 14 probe 16 -163.2 154.1 93.24313725490195 
hash 4 itr 12 probe 8 -484.5 461.9 80.11372549019607 
hash 5 itr 7 probe 2 -339.15 325.8 86.1764705882353 
hash 4 itr 2 probe 12 -476.85 451.4 80.30196078431372 
hash 4 itr 4 probe 16 -476.85 450.1 80.25098039215685 
hash 6 itr 4 probe 8 -175.95 167.9 92.78431372549021 
hash 5 itr 14 probe 4 -303.45 287.4 87.47058823529412 
hash 3 itr 2 probe 4 -775.2 756.7 68.87450980392157 
hash 3 itr 9 probe 16 -739.5 717.5 70.13725490196079 
hash 8 itr 14 probe 18 0.0 0.0 100.0 
hash 4 itr 14 probe 18 -476.85 450.1 80.25098039215685 
hash 3 itr 2 probe 16 -739.5 717.5 70.13725490196079 
hash 6 itr 17 probe 20 -163.2 154.3 93.25098039215688 
hash 2 itr 25 probe 2 -1104.15 1130.2 57.721568627450985 
hash 6 itr 17 probe 6 -175.95 164.1 92.63529411764708 
hash 8 itr 4 probe 2 -58.65 48.7 97.30980392156862 
hash 4 itr 22 probe 10 -479.4 456.4 80.29803921568627 
hash 6 itr 2 probe 12 -165.75 156.2 93.12549019607842 
hash 6 itr 7 probe 16 -163.2 154.1 93.24313725490195 
hash 5 itr 4 probe 2 -339.15 325.8 86.1764705882353 
hash 6 itr 4 probe 12 -165.75 156.2 93.12549019607842 
hash 8 itr 22 probe 20 0.0 0.0 100.0 
hash 2 itr 4 probe 18 -1037.85 1045.5 59.6 
hash 8 itr 2 probe 4 -30.6 34.5 98.95294117647059 
hash 8 itr 2 probe 8 -20.4 24.5 99.36078431372549 
hash 4 itr 25 probe 2 -550.8 530.9 77.61960784313726 
hash 5 itr 25 probe 2 -339.15 325.8 86.1764705882353 
hash 5 itr 22 probe 18 -272.85 262.9 88.90980392156862 
hash 6 itr 12 probe 10 -165.75 156.0 93.11764705882352 
hash 5 itr 22 probe 14 -275.4 265.8 88.8235294117647 
hash 7 itr 9 probe 14 -86.7 72.1 96.02745098039216 
hash 2 itr 2 probe 20 -1037.85 1044.1 59.54509803921568 
hash 3 itr 9 probe 2 -826.2 817.8 67.2705882352941 
hash 8 itr 17 probe 20 0.0 0.0 100.0 
hash 6 itr 22 probe 12 -165.75 156.2 93.12549019607842 
hash 8 itr 4 probe 10 -10.2 12.4 99.68627450980392 
hash 2 itr 12 probe 2 -1104.15 1130.2 57.721568627450985 
hash 3 itr 25 probe 8 -752.25 725.5 69.45098039215686 
hash 3 itr 2 probe 20 -742.05 721.9 70.10980392156863 
hash 2 itr 2 probe 16 -1037.85 1046.7 59.64705882352941 
hash 7 itr 25 probe 6 -89.25 68.8 95.69803921568626 
hash 5 itr 19 probe 14 -275.4 265.8 88.8235294117647 
hash 4 itr 22 probe 4 -515.1 497.8 79.12156862745098 
hash 5 itr 4 probe 16 -272.85 262.9 88.90980392156862 
hash 6 itr 2 probe 8 -175.95 167.9 92.78431372549021 
hash 2 itr 12 probe 16 -1037.85 1046.7 59.64705882352941 
hash 6 itr 22 probe 18 -163.2 154.3 93.25098039215688 
hash 8 itr 9 probe 2 -58.65 48.7 97.30980392156862 
hash 6 itr 4 probe 6 -175.95 164.1 92.63529411764708 
hash 7 itr 9 probe 12 -84.15 67.7 96.0549019607843 
hash 3 itr 12 probe 14 -742.05 715.6 69.86274509803921 
hash 4 itr 19 probe 16 -476.85 450.1 80.25098039215685 
hash 6 itr 22 probe 20 -163.2 154.3 93.25098039215688 
hash 4 itr 2 probe 20 -476.85 450.1 80.25098039215685 
hash 8 itr 12 probe 20 0.0 0.0 100.0 
hash 2 itr 2 probe 4 -1071.0 1082.2 58.439215686274494 
hash 8 itr 14 probe 6 -22.95 27.0 99.25882352941177 
hash 7 itr 9 probe 10 -84.15 67.7 96.0549019607843 
hash 3 itr 7 probe 10 -742.05 714.0 69.8 
hash 5 itr 2 probe 4 -303.45 287.4 87.47058823529412 
hash 4 itr 12 probe 14 -479.4 454.1 80.2078431372549 
hash 6 itr 4 probe 20 -163.2 154.3 93.25098039215688 
hash 8 itr 12 probe 18 0.0 0.0 100.0 
hash 2 itr 12 probe 4 -1071.0 1082.2 58.439215686274494 
